CLIENTNUM,Total_Relationship_Count,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
808897683,3,1406,1.336,3231,47,0.306
719428308,6,1762,0.661,1274,32,1.0
713010483,6,2379,0.694,1572,57,0.676
717006333,6,1133,0.759,1935,41,0.708
787621158,6,491,1.054,2187,59,0.405
716924058,3,1166,0.803,1417,25,0.25
720916683,4,1811,0.754,1465,31,0.476
720923658,5,954,0.6,1570,45,0.452
712710708,5,2517,0.607,1445,40,0.29
718939083,3,306,1.035,694,15,0.364
779519058,3,1578,0.725,1929,40,0.481
719085933,4,864,1.373,2447,64,1.0
715124958,5,1676,0.566,1306,31,0.55
712979133,2,900,1.031,646,10,0.25
712006308,6,1686,0.702,1236,35,0.591
710801133,6,2326,1.226,2513,63,0.615
712490283,4,2517,1.516,2091,48,0.778
720071583,5,800,0.986,854,22,0.375
717958833,5,700,2.282,1848,25,1.083
812420358,3,554,0.857,949,17,0.133
712370208,3,1213,0.604,1371,37,0.423
715940358,6,2387,0.76,1804,49,0.75
715041333,3,2517,1.021,1605,43,0.344
712797258,3,2129,0.587,1463,38,0.583
769170558,6,0,0.757,1279,41,0.708
715884858,5,843,1.008,1470,28,0.4
796343058,4,0,0.481,1265,38,0.462
783910008,5,1381,0.794,2002,60,0.429
718888308,4,2517,0.741,1475,33,0.833
785114808,4,0,0.789,1419,30,0.667
709852908,5,0,0.745,1628,37,0.542
823528833,4,1235,1.485,1337,29,1.071
719679858,3,1468,0.517,1135,27,0.421
827108583,3,1266,0.846,1161,26,0.368
787833333,6,1292,1.027,1571,38,0.52
719781183,4,1553,0.747,1916,40,0.538
710429358,5,1927,0.939,1346,30,0.364
798792408,1,0,0.688,805,24,0.143
710280558,3,2517,0.492,1195,18,0.8
809825358,6,1566,0.557,1155,34,0.545
714451833,6,0,0.597,1431,34,0.545
713943783,5,906,0.62,1194,25,0.471
710706558,3,1753,0.32,1154,33,0.571
713620308,6,1734,0.413,1232,34,0.545
813453408,3,1693,0.502,1269,30,0.875
818248383,3,0,0.898,1742,35,1.5
780106908,6,996,0.594,1379,26,1.0
708938508,5,1571,1.441,1870,35,0.842
709671708,4,984,0.956,1207,32,0.684
711204483,3,1930,0.987,781,15,0.364
801728658,6,1389,1.178,1773,38,0.407
713945883,4,513,0.678,864,20,0.333
779558733,6,1791,0.906,1559,39,1.167
788370258,5,2517,0.896,1830,64,0.524
714927333,6,1538,0.77,1542,43,0.654
710383158,4,0,0.499,1506,47,0.516
798007308,6,0,0.528,1175,41,0.464
711768858,3,2258,0.785,1383,20,1.857
714888633,3,1183,0.794,1837,57,0.629
712650333,3,1665,0.675,1191,40,0.481
719945433,3,0,0.708,1793,53,0.963
720310458,5,1295,0.84,1560,49,0.4
718344033,4,1010,0.596,1564,59,0.686
715442958,3,2517,1.048,1843,38,1.235
780326883,3,1435,0.735,2165,61,0.649
711157833,4,1656,0.711,1631,41,0.323
719704308,5,1543,0.486,1265,32,0.391
708772308,4,1656,0.561,1455,35,0.667
817663908,5,1335,0.914,1137,27,0.929
780054258,6,541,0.764,1367,35,0.75
709990983,6,842,0.56,1292,26,0.733
818045958,5,1745,0.559,1682,46,0.438
716380683,6,1542,1.015,1598,39,0.5
787480158,4,1639,0.858,1555,39,0.625
778461408,4,987,1.633,2409,36,0.8
713861733,4,1542,0.869,1770,65,0.585
789291633,3,967,0.701,1526,45,0.8
789513858,2,0,0.694,891,28,0.4
778357458,4,1224,0.646,1756,42,0.355
718325883,6,1902,1.181,1241,22,1.0
720344658,4,1847,0.845,1681,43,0.87
809292483,4,1846,0.857,1224,32,0.778
779791008,6,1660,0.786,1572,38,0.52
779557533,6,942,1.042,1566,50,0.562
795904233,5,727,0.687,1579,40,0.6
710573808,6,1418,0.39,1334,31,0.409
717418158,4,1839,0.69,1230,34,0.889
771963708,5,0,0.894,767,25,0.562
712433508,3,0,0.57,724,16,0.231
779320983,4,1178,0.909,1638,49,0.633
718093233,3,0,0.816,1349,47,0.88
719459358,4,989,1.219,1751,48,0.92
717728808,3,1214,0.813,1414,40,0.333
788701608,5,1705,0.605,1260,32,0.6
778506633,6,392,0.764,965,27,0.421
719989008,5,2216,0.856,1121,25,0.667
791839233,5,1525,0.859,1411,28,0.474
716918508,4,1197,0.621,1602,49,0.441
717321783,5,1274,0.445,1617,47,0.424
799000008,4,1472,0.742,1244,36,0.5
721517208,4,1967,0.589,1263,29,0.611
719068683,5,1864,0.693,1036,25,0.25
709120008,4,0,0.519,1217,39,1.438
709117533,4,1508,0.505,1556,35,0.842
816594183,6,1380,1.158,2005,62,0.59
789485433,3,668,0.678,1698,67,0.763
712881483,5,1890,1.043,2041,45,0.875
712689333,4,1203,0.66,1102,31,0.632
771492408,3,1747,0.691,1346,30,1.308
711668283,5,2404,0.609,1511,35,0.207
772684833,3,2035,1.119,1761,42,0.909
712960308,4,2350,1.03,2117,61,0.649
713530833,2,2238,0.568,596,15,0.5
756065433,5,1597,0.777,2560,46,0.314
710997183,3,1092,0.737,1409,39,0.345
711146358,4,1758,0.723,1759,33,0.737
716144058,6,0,0.928,1886,66,0.65
778699908,2,0,0.856,915,29,2.222
713571258,6,1630,0.646,1343,41,0.519
711676908,3,1449,0.703,1870,56,0.647
719315508,4,2400,1.296,1557,25,1.778
778623858,6,1935,1.558,1824,49,1.45
714665733,5,834,0.568,1294,26,0.444
816089433,3,1581,1.146,1545,31,0.824
716991933,6,0,0.701,820,25,0.562
714534108,4,1884,0.678,1675,47,0.469
787456608,6,1635,0.778,1678,37,0.542
717090183,6,2144,0.654,2117,48,0.655
772782708,5,1688,0.765,1721,56,0.75
710722908,3,1694,0.86,1267,23,0.533
795155433,6,1345,1.061,1562,33,1.2
715271733,3,814,0.504,1193,35,0.346
771706308,4,694,0.558,1254,34,0.478
713989233,6,1927,2.675,1731,32,3.571
780198258,5,1705,0.597,1099,39,0.696
802002858,2,0,0.935,747,19,0.583
716290233,6,0,0.563,1352,35,0.944
828298908,4,2035,0.613,1770,47,0.741
788946783,5,0,0.759,1812,50,0.923
720697908,3,1843,0.681,1673,58,0.526
780598383,4,1545,0.682,2167,65,0.512
715345833,6,2517,0.691,2369,56,0.75
710831133,5,1487,0.792,1582,47,1.043
766706358,6,1395,1.048,1800,33,0.5
816533733,5,0,0.822,1567,44,0.467
712373208,3,0,0.698,647,19,0.462
721433283,3,1117,0.515,1447,39,0.696
720680058,6,1663,0.664,1145,37,0.423
716909283,3,0,0.475,3280,78,0.625
754654383,4,1393,1.12,1577,35,0.522
719226333,5,2211,0.897,1140,25,0.786
779759058,6,1794,0.671,1736,40,1.105
718206783,6,1648,0.732,1436,36,1.25
715783758,5,1295,0.557,1513,38,0.583
771190083,6,1705,0.798,2505,69,0.568
713135883,4,717,0.808,1723,51,0.5
778799583,6,2227,0.633,1695,48,0.548
808796208,5,2517,0.967,1532,44,0.692
708313608,5,2116,0.744,2110,43,1.048
779330208,3,1610,0.448,1807,45,0.607
794498733,6,1602,0.466,1687,46,0.533
807964908,4,2025,0.789,1481,45,0.452
823845783,6,1984,0.573,1318,37,0.194
711748983,3,1631,0.889,1946,45,0.552
718064283,4,713,0.84,1481,41,0.519
710492733,4,1482,0.893,2168,42,2.5
779016408,6,1791,1.139,1583,32,0.6
717787533,4,2190,0.426,1229,34,0.478
714851058,3,1729,1.1,1718,42,0.448
823535133,6,1262,0.718,1402,34,0.889
708455883,2,861,0.78,1127,29,0.381
780095808,3,1669,0.788,1053,31,0.55
709207458,4,1603,0.471,1340,25,0.923
763895958,4,0,0.858,732,21,0.615
715942683,3,0,0.813,2346,71,0.651
721301733,6,733,0.987,1580,45,0.667
711927108,2,350,1.024,1196,28,0.333
718083483,4,2134,1.25,2086,50,0.786
717548358,3,2265,0.824,1665,57,0.629
816829608,6,0,0.871,1495,39,0.393
713936583,6,1892,0.983,2187,58,0.657
709682658,5,2517,0.855,1371,23,0.917
793889508,4,0,0.808,1235,37,0.682
714648933,3,1123,0.938,1556,40,0.538
711556533,6,0,1.034,1212,24,0.6
717420333,4,2517,0.877,2701,60,0.714
768921933,3,2420,0.858,1750,47,0.808
714311583,4,1084,0.928,1610,43,0.387
717707133,6,2322,0.894,2184,63,1.032
716043258,6,870,0.694,1745,41,0.577
716343408,3,1385,0.611,1381,40,0.481
718909158,6,658,0.627,1793,37,0.947
719471433,3,2127,1.074,1831,36,1.0
712763808,3,2037,0.401,1468,36,0.241
711147483,2,1067,0.931,1097,32,0.778
719788833,6,0,0.838,1682,44,1.0
715168983,5,0,0.527,1451,37,0.194
714306258,3,2242,0.662,1509,44,0.467
713828208,6,0,0.584,1895,57,0.425
710574558,5,1642,0.651,1403,40,0.429
710947683,6,1142,0.507,1420,31,0.348
711113958,6,674,2.18,1717,31,0.722
718923858,5,1204,0.428,1131,29,0.318
752666508,4,1347,0.801,1005,22,1.0
712672083,3,747,0.491,948,24,0.714
719863758,6,758,0.91,1549,34,0.478
720990183,5,0,0.907,965,26,0.529
720718908,5,1961,0.641,1958,41,1.05
721250358,3,1478,0.664,1266,22,0.571
779773533,6,2517,1.007,1367,29,1.071
708249708,3,1576,0.809,1489,48,0.6
713967783,6,1707,1.254,1582,33,0.941
779506158,3,2257,1.279,2516,42,0.75
759823158,4,2324,0.423,1557,49,0.4
716608608,5,1452,0.929,1084,32,0.524
789528183,4,997,1.867,2583,47,0.958
708895158,3,2365,0.691,1371,30,0.579
824805858,5,1479,0.843,1537,49,0.581
720840108,5,2103,0.559,3753,60,0.875
787595658,6,1421,0.568,1104,31,0.292
720244983,4,1707,0.506,1482,42,0.312
713220258,4,2104,0.837,1299,29,0.812
813469458,6,673,0.595,2167,48,0.412
788939358,4,1399,0.739,1563,40,1.222
718870158,5,1635,0.952,1772,52,0.486
788673708,2,0,1.036,1254,35,0.842
711809283,3,1515,1.359,2229,35,0.667
816513108,3,1099,1.178,2195,63,0.969
718594608,3,1759,0.476,1362,28,0.556
823606983,4,2517,1.924,2398,37,1.176
717028158,3,2082,1.554,2649,56,0.697
788485908,3,0,0.738,1463,34,0.889
714472608,3,1095,0.947,1174,27,0.8
710793783,6,1978,0.877,1836,36,0.895
794340033,5,1762,0.986,1817,39,0.56
716462658,3,0,0.74,1387,36,0.333
718050033,3,1719,0.606,2028,55,0.667
714023808,6,2517,0.788,1582,36,0.385
716341833,6,1730,0.683,1774,37,0.85
719648358,3,1521,0.638,1636,36,0.385
816600933,3,0,0.854,1031,25,0.389
714208533,1,288,0.639,916,33,0.32
713095533,5,1485,0.692,1198,31,0.722
809967783,5,1539,0.707,2189,54,0.688
715848408,6,0,0.731,1257,36,0.44
714414483,6,2206,0.983,1503,35,0.842
708655983,3,0,0.442,1353,24,0.263
720426708,2,0,1.038,811,27,1.25
713743158,4,1714,0.786,1270,21,0.615
721279083,5,1177,0.939,1840,53,0.606
779149683,5,1890,0.754,2585,75,0.829
714970458,6,2047,1.419,1807,33,0.737
719070108,4,1726,0.867,1729,52,0.677
715490733,5,1542,0.77,1211,35,0.4
714989583,3,1691,0.814,1763,44,0.189
820355433,6,0,0.589,1395,34,0.259
715901508,6,2307,0.912,1843,43,0.72
710370483,4,1292,0.772,1517,33,1.357
778573233,3,2091,0.704,1977,50,1.0
708833133,5,2517,1.301,2027,49,0.815
719885883,6,1901,0.914,1497,43,1.15
712523283,4,0,0.49,1134,31,0.632
711309033,6,2310,0.844,3663,65,0.806
708134283,4,629,0.749,1483,31,0.632
720147633,3,1631,0.748,1956,63,0.537
708983658,3,0,0.938,940,25,0.471
766285608,4,1900,1.568,2183,56,0.75
779715108,3,1286,1.068,2920,74,0.721
798035358,3,2172,0.402,1221,41,0.708
719391783,3,1566,0.971,1790,60,0.765
809342208,4,0,0.472,2005,47,0.469
780713058,4,1635,0.618,3490,69,0.533
779338683,5,962,0.76,1904,49,0.531
783387783,4,1873,0.573,1647,53,0.472
787800108,5,2431,1.632,1903,39,0.625
721397808,5,1176,1.184,1564,41,0.708
778698408,5,2024,0.903,1686,34,0.7
709545333,6,1496,1.032,2412,64,0.6
716032233,5,1805,0.65,3981,65,0.667
717835908,3,681,1.542,2730,48,0.778
719466558,3,0,0.66,1361,34,0.308
778663458,3,0,1.058,821,18,0.5
716024808,3,2418,0.601,938,21,0.4
713008308,5,1678,1.423,1861,42,0.5
794831733,4,1208,0.569,1345,28,0.647
713854608,6,1669,1.308,2444,63,0.4
715993608,6,2517,0.758,1686,50,0.724
789368658,6,1387,0.731,1468,30,0.304
802817358,4,2072,0.983,2320,51,0.594
708098133,6,1418,1.458,1598,39,0.773
801499908,4,2056,0.423,1232,31,0.55
824770683,6,1151,0.533,4027,76,0.52
718310733,4,0,0.926,1922,48,0.6
708162558,6,1992,0.715,1355,36,0.565
721129383,3,2517,0.696,2361,42,0.826
721249158,2,0,0.718,708,14,0.4
721049658,6,0,0.598,1687,62,0.59
806392908,6,2338,0.441,1212,33,0.32
714886533,4,2517,1.144,1752,34,1.125
772375533,5,2377,1.1,1560,39,0.696
826775058,4,2517,0.551,1520,36,0.44
711878733,3,2073,0.62,1685,45,0.364
714550383,4,0,0.96,1678,40,1.0
712636308,6,1514,1.193,1627,26,1.0
772139433,4,1240,0.856,1637,61,0.906
709058808,6,1035,0.816,1707,42,1.211
813240408,4,836,0.701,1208,25,1.083
767753958,6,1956,0.963,1881,51,0.417
710111733,5,1996,0.646,1360,28,0.647
761544333,4,2517,0.992,1641,32,0.882
788814783,4,845,0.673,1820,58,0.611
715034358,5,2097,0.407,1505,35,0.591
709624533,5,2517,1.144,1627,38,0.652
709942383,5,782,0.931,1703,34,0.889
803957508,6,1024,0.369,1433,33,0.5
713378133,6,2288,0.973,2445,60,0.765
709217358,5,1832,0.907,1665,45,0.8
720998358,3,1043,0.562,1489,38,0.357
721051908,3,0,0.463,1393,32,0.455
715232058,5,1434,1.423,1820,42,0.826
806250783,6,0,1.364,2742,58,0.758
817245183,6,1014,1.437,1979,40,0.667
713670333,5,1464,0.731,1378,27,0.421
826477083,5,2439,0.693,1520,34,0.7
788728608,3,1394,0.827,1588,36,0.714
717190533,6,661,0.725,1282,32,0.778
716580033,3,1796,1.182,1872,59,1.107
711644508,3,1136,0.753,2295,63,0.5
714334383,6,0,1.088,1065,28,1.545
720611058,4,0,0.69,1550,47,0.621
712420833,6,2245,0.635,1527,57,0.462
713845083,6,2517,0.771,1489,43,0.536
713756508,5,997,0.668,1264,30,0.667
735565158,6,1180,0.52,1582,38,0.652
714131058,3,2517,0.524,1567,33,0.941
717180633,4,1372,1.642,1704,35,0.458
717295683,5,1881,0.622,1546,35,1.059
713128833,5,1790,0.397,1478,38,0.267
813499458,3,0,1.23,2132,31,0.107
710070183,3,1772,0.611,1419,38,0.357
789605658,4,2355,0.602,1065,27,0.588
710045058,5,2158,0.446,1364,40,0.538
710164683,3,2517,1.254,2247,36,0.636
710802258,4,2245,0.772,1111,26,0.368
721036233,4,1567,1.451,1836,42,0.75
710036508,5,1519,0.256,1164,35,0.522
717776808,3,1450,0.739,2005,54,0.459
714906033,6,0,0.693,1588,35,0.944
714273708,3,2472,1.274,2242,49,0.815
721117533,3,1418,0.505,1415,45,0.406
715374558,5,456,1.126,2483,74,0.542
824807658,6,2477,0.515,1239,33,0.737
714940608,3,1733,0.706,2057,53,0.71
824782008,5,510,0.344,1228,26,0.529
717561108,4,549,0.78,1629,32,0.778
717127083,3,1733,0.635,2076,58,0.487
772460508,3,1530,0.518,1231,34,0.214
720484908,5,0,1.423,1655,27,1.25
771237933,4,1085,1.276,1477,23,0.533
794664183,3,2146,0.673,1501,45,0.667
797488158,5,1081,0.67,1313,36,0.636
708543258,5,1880,1.464,2045,39,0.95
778706508,3,0,1.054,1448,30,0.875
712240083,6,2517,0.853,858,22,0.467
713650683,4,2266,0.724,1591,37,0.321
772532208,2,916,0.927,842,24,0.5
778929783,2,0,0.672,781,28,0.75
714244383,4,1692,1.242,1529,30,0.875
718797558,3,1357,1.593,2422,46,0.438
712821333,3,2517,0.73,1825,50,0.613
721120008,6,1377,0.6,1555,29,0.706
709633533,3,0,1.561,2789,50,1.083
710789058,4,1478,0.967,1308,41,0.414
716174433,3,1134,1.479,2489,54,0.742
789886533,3,1746,0.478,1110,21,0.4
715210308,3,1212,0.542,1260,32,0.524
721038408,4,0,0.736,1741,43,0.654
713325108,5,2517,0.676,1845,40,0.739
720352533,5,1425,0.382,1483,38,0.52
708431433,3,1420,0.659,1463,32,0.684
716996583,3,1792,1.099,1734,35,1.188
718699683,6,0,0.691,1733,54,0.636
771359958,6,2517,0.887,1689,42,1.1
716604633,6,2025,0.604,1865,53,0.767
813952233,5,2134,0.579,1413,46,0.394
713053383,1,781,0.803,853,12,0.091
709979583,3,854,0.928,1999,54,0.8
709380333,6,1735,0.664,1671,45,0.5
778574283,5,0,0.743,2118,64,0.455
789875883,5,627,0.345,1391,45,0.364
714661233,6,2517,0.77,1729,52,0.926
813915933,3,954,0.695,1393,35,0.842
708358683,6,1236,0.549,1665,40,0.667
824761458,4,1936,0.929,2489,62,1.0
715362183,3,1043,0.384,1688,38,0.583
721194858,6,2472,0.69,1725,60,0.622
803595858,5,0,0.597,594,14,0.556
716198358,4,1887,0.8,1852,55,0.618
714173808,5,1249,0.542,1389,34,0.478
709465758,3,0,0.699,902,31,0.409
714081558,4,1599,0.749,1387,31,0.722
717364458,6,1445,1.07,2053,33,1.75
778755858,5,1725,0.495,1881,55,0.618
710754933,6,0,0.94,840,20,0.818
720007383,2,2517,0.988,803,15,0.875
810220833,3,2086,0.745,1562,43,0.955
718362783,3,0,0.393,787,21,0.167
708267858,5,2145,1.371,2098,52,0.733
708856983,2,0,0.233,694,18,0.286
715588908,3,0,1.411,3132,66,0.784
772674933,5,808,0.781,2036,50,0.613
720148983,5,1144,1.585,1724,47,1.043
720650208,3,2005,0.996,1561,26,1.0
769732233,6,1651,0.598,1085,29,0.208
713030958,6,0,0.524,1964,54,0.8
711320508,4,1410,0.644,1762,34,0.7
795795408,3,1423,0.503,1514,47,1.136
717904383,5,2052,0.5,1516,44,0.63
714115533,5,1789,1.271,2591,55,0.897
712475733,4,1888,0.922,1847,39,0.696
718996758,5,1392,1.553,1629,36,1.25
713049933,5,0,1.046,2144,44,0.63
709961958,4,2517,0.84,1060,32,0.333
718301508,6,1765,0.587,1457,43,0.593
714831033,4,1728,0.417,1114,27,0.688
710653158,6,1613,0.758,1925,40,0.667
721265883,3,1514,0.607,2510,44,0.294
715049583,5,2341,0.714,1169,31,0.409
715394883,3,1151,0.594,1852,47,0.424
773448558,6,2292,0.637,1257,34,0.545
717249783,5,740,1.124,1931,67,0.718
708344358,5,1354,0.623,1311,31,0.476
712003083,3,2102,0.912,1612,33,0.737
754282908,3,844,0.838,2022,59,0.686
717412608,3,0,0.419,738,16,0.231
719412258,5,815,1.108,1558,48,0.778
788675658,6,845,0.587,1670,37,0.682
717683583,4,1691,0.534,1388,27,0.929
820584408,3,1507,1.05,1392,38,1.375
719392833,3,1613,0.629,1311,34,0.417
718595583,3,1733,0.438,1777,54,0.862
778508883,4,1926,0.51,1367,33,0.737
715511658,3,0,0.979,1431,27,0.688
711999783,4,1348,0.472,1406,23,0.533
753856008,6,1495,0.791,3597,64,0.684
789920883,3,2517,2.041,2959,58,1.231
788677533,4,1197,0.669,1594,43,1.15
716284308,3,2175,0.582,1319,34,0.545
712120608,3,1884,0.384,861,15,1.5
715482483,5,1421,0.712,2253,59,0.439
720848733,4,1230,0.688,1815,33,0.435
708480333,5,932,1.127,2229,57,0.839
826723308,5,2088,0.768,1008,21,0.4
801369258,6,777,1.02,1757,59,0.595
709584483,4,2517,0.785,1805,44,0.467
715708308,3,1594,1.204,1338,29,2.222
779707308,5,1619,1.468,2229,53,1.208
711688158,5,2306,0.616,1498,49,0.96
711848658,3,1776,1.292,1790,31,0.824
715855083,6,507,0.85,2793,67,0.595
778971408,5,1848,0.614,1968,64,0.524
711648708,3,756,0.69,4088,84,0.867
713149683,5,1668,0.521,1264,31,0.632
771903033,5,1247,0.962,2017,40,0.6
737925558,3,1893,0.585,1439,42,0.355
803347908,4,0,1.494,2327,65,0.806
817285758,5,0,0.676,1721,56,0.514
711480108,3,2145,0.879,1888,43,0.433
709662708,3,1604,0.574,1953,61,0.649
709224858,5,1629,0.821,1652,40,0.481
821771508,5,2055,0.663,1939,36,0.636
712216533,6,763,0.87,1715,43,0.72
710522433,3,1499,0.905,2372,53,0.514
779046408,3,1880,0.759,1238,30,0.579
708595158,6,1598,0.994,2389,43,0.536
757266933,4,929,0.773,2431,46,0.484
816776283,5,1797,1.314,1534,30,0.875
719904333,3,590,1.164,2229,52,1.08
718264233,4,671,1.583,2449,56,0.931
784798683,3,0,0.846,1999,39,0.56
710899833,3,1408,0.365,569,23,0.643
780025908,4,1932,0.563,1293,31,0.824
713610033,5,1996,0.591,1314,40,0.429
709364433,6,2173,0.795,1571,34,1.0
713086908,5,1670,0.777,2520,51,0.545
709793133,6,2470,0.58,1531,37,0.233
710032608,3,2320,0.544,1558,46,0.643
779351208,4,0,0.838,1902,56,0.931
719776608,3,0,0.824,1388,41,0.464
709220583,6,0,0.883,2256,56,0.6
719555733,4,1592,0.547,1736,42,0.615
740852733,4,1805,0.673,1685,49,0.815
709528308,4,1170,0.496,1876,57,0.5
715127208,4,2517,0.697,1699,48,0.846
817144458,5,1228,1.132,2580,67,0.971
710628783,6,1140,0.815,1445,45,0.957
772145658,4,2036,0.7,1394,28,0.75
739594758,6,2517,0.595,818,16,0.455
789198708,3,0,0.581,1135,24,0.846
720953658,5,914,1.099,1824,53,1.038
771330558,5,1824,0.736,1267,31,0.55
714078558,2,0,0.758,1315,31,0.722
712207683,3,684,0.588,1555,37,0.48
788826408,6,1352,1.171,2434,58,0.812
790128033,3,1348,0.759,1302,36,0.385
718082208,5,2351,1.018,1717,50,0.667
712037358,3,1773,0.879,1509,45,0.667
711711483,4,2448,0.549,1433,40,0.481
718861458,6,1532,0.787,1826,37,0.609
709426608,5,1816,0.696,2305,45,0.731
811457058,5,2005,0.659,1931,56,0.806
773073558,6,896,0.692,1731,54,0.5
715937133,6,2299,0.716,1601,48,0.5
713480583,5,0,0.89,1612,47,1.474
716383683,4,0,0.7,1338,28,0.867
713693958,6,0,0.489,1295,29,0.381
715443708,5,1286,0.712,1385,31,0.722
770769483,3,775,0.879,1749,33,0.435
789326808,5,1720,0.633,1917,37,0.48
712105533,6,1638,0.912,2905,56,0.806
720674133,5,2027,0.79,1672,48,0.655
779216358,2,0,0.531,773,17,0.133
717322833,5,1988,0.644,1578,30,0.579
710279508,5,1006,0.654,1537,35,0.591
712168833,6,1469,0.831,1426,37,0.682
780581508,5,1590,0.885,1410,37,0.609
711957708,6,1591,1.596,2064,33,1.062
778782858,5,930,0.72,4449,82,0.608
712924383,3,979,1.029,990,22,0.375
709366458,3,1394,1.481,1972,41,0.864
796990908,5,1872,1.068,2227,61,1.103
715702758,4,0,0.992,1731,29,0.611
788974608,5,2342,0.991,1561,41,1.05
714790008,3,0,0.583,1572,57,0.357
787438983,6,1664,0.871,1652,37,0.609
713834358,5,1492,0.805,1679,32,0.455
710084883,4,0,1.893,2962,57,1.111
710736558,4,1474,0.789,1794,41,0.783
788915283,5,1589,0.872,1273,36,0.895
714916758,3,0,0.531,1309,45,0.607
789611283,5,2091,0.813,1347,30,0.5
773288958,6,1473,0.775,1592,30,0.429
811721133,5,1242,1.043,2021,50,0.613
813961233,5,1676,0.786,2465,88,0.725
783020958,6,794,0.717,1836,46,0.586
715764483,3,974,0.517,1397,33,0.5
798110358,4,0,0.693,1417,35,0.591
715745508,3,1279,1.116,1564,45,1.647
714350658,6,1880,0.702,2979,55,0.774
826478958,4,1601,0.742,1578,41,0.414
719127558,6,1075,0.727,3015,65,0.477
712454958,6,1416,0.761,1539,38,1.111
718561458,4,1225,0.907,1306,26,0.238
822984108,4,2279,0.611,2330,69,0.643
719469333,6,695,0.632,2456,69,0.725
720871383,5,1996,1.589,2366,49,0.69
788827308,6,1574,0.744,1793,38,0.652
710180958,5,2517,0.493,1598,31,0.476
778346283,4,1905,0.701,1856,57,0.781
787547208,3,1710,1.171,1852,62,1.0
714983283,6,0,0.977,862,19,1.111
789344358,4,2468,0.598,1536,42,0.556
710406633,3,0,0.839,1168,31,0.409
767653233,6,930,1.307,3154,59,0.967
719461008,5,1748,0.841,1318,28,0.647
789731433,4,1390,0.877,2602,42,0.556
775198608,5,0,1.065,1970,40,0.818
717567333,6,1982,0.748,1661,35,0.944
772794108,5,651,0.825,3165,65,0.585
712072908,4,736,0.386,1382,40,0.29
709328733,6,2459,0.444,1258,24,1.0
788107683,6,1318,1.045,1814,43,0.593
713757633,3,1303,0.61,1596,42,0.909
713279808,6,1310,1.276,1816,30,1.143
712440483,3,1836,0.766,1164,43,0.593
715078383,3,1010,0.421,1667,47,0.469
709214358,3,1422,0.731,1362,24,0.714
778399008,3,0,0.478,1598,45,0.324
811534983,5,1069,0.87,1943,47,0.621
719728383,4,1598,2.103,2228,39,0.95
718726833,4,0,1.089,1665,36,0.636
780605508,5,1433,1.017,1170,23,0.769
719450508,4,2037,0.795,2333,56,0.697
711213108,5,0,0.845,2305,60,0.714
708488208,5,1922,1.181,2231,58,0.611
717206508,3,1806,0.765,1543,35,0.591
821836008,5,2099,0.629,1233,26,0.857
807244983,6,680,0.512,2283,55,0.571
821872758,4,2517,0.833,2121,49,0.531
809959683,4,2108,0.69,1813,52,0.576
715079208,4,2517,0.614,1401,35,0.458
767049258,5,1672,0.602,1475,35,0.75
709579383,5,1148,1.645,1362,26,1.0
781923483,3,1733,1.216,2309,62,0.632
718654533,5,0,1.053,2492,56,0.931
716169258,3,1560,0.573,1468,44,0.76
713908683,6,1314,0.711,1381,33,0.435
708212658,6,1260,0.886,1799,47,0.567
756013833,3,1861,0.957,1806,38,0.727
719358333,3,574,0.825,1663,33,0.32
713735508,3,675,0.574,1986,36,0.636
805259733,6,0,0.412,1731,46,0.586
738749733,4,1814,0.472,1390,30,0.25
814833408,3,1409,0.56,1741,45,0.364
719182308,6,1567,0.778,1559,49,1.042
818497758,4,1271,0.574,1343,37,0.682
719518308,5,0,0.757,1390,23,0.769
709991883,2,1147,0.861,938,35,0.75
770901258,3,810,1.294,2558,44,0.571
711499158,4,733,1.229,3018,60,0.538
720445533,4,922,0.913,1276,21,0.75
809951133,3,0,1.203,2115,24,0.263
714657108,5,1362,1.36,2660,51,0.759
789048858,5,1865,0.732,2115,59,0.439
